methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
__init__,Initialize the RunCollectionClientAsync.,RunCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/RunCollectionClientAsync#__init__
list,"List all actor runs (either of a single actor, or all user's actors, depending on where this client was initialized from).

https://docs.apify.com/api/v2#/reference/actors/run-collection/get-list-of-runs

https://docs.apify.com/api/v2#/reference/actor-runs/run-collection/get-user-runs-list

Args:
    limit (int, optional): How many runs to retrieve
    offset (int, optional): What run to include as first when retrieving the list
    desc (bool, optional): Whether to sort the runs in descending order based on their start date
    status (ActorJobStatus, optional): Retrieve only runs with the provided status

Returns:
    ListPage: The retrieved actor runs",RunCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actors/run-collection/get-list-of-runs,https://docs.apify.com/api/client/python/reference/class/RunCollectionClientAsync#list
__init__,Initialize the LogClient.,LogClient,,https://docs.apify.com/api/client/python/reference/class/LogClient#__init__
get,"Retrieve the log as text.

https://docs.apify.com/api/v2#/reference/logs/log/get-log

Returns:
    str, optional: The retrieved log, or None, if it does not exist.",LogClient,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/python/reference/class/LogClient#get
get_as_bytes,"Retrieve the log as raw bytes.

https://docs.apify.com/api/v2#/reference/logs/log/get-log

Returns:
    bytes, optional: The retrieved log as raw bytes, or None, if it does not exist.",LogClient,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/python/reference/class/LogClient#get_as_bytes
stream,"Retrieve the log as a stream.

https://docs.apify.com/api/v2#/reference/logs/log/get-log

Returns:
    httpx.Response, optional: The retrieved log as a context-managed streaming Response, or None, if it does not exist.",LogClient,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/python/reference/class/LogClient#stream
__init__,Initialize the LogClientAsync.,LogClientAsync,,https://docs.apify.com/api/client/python/reference/class/LogClientAsync#__init__
get,"Retrieve the log as text.

https://docs.apify.com/api/v2#/reference/logs/log/get-log

Returns:
    str, optional: The retrieved log, or None, if it does not exist.",LogClientAsync,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/python/reference/class/LogClientAsync#get
get_as_bytes,"Retrieve the log as raw bytes.

https://docs.apify.com/api/v2#/reference/logs/log/get-log

Returns:
    bytes, optional: The retrieved log as raw bytes, or None, if it does not exist.",LogClientAsync,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/python/reference/class/LogClientAsync#get_as_bytes
stream,"Retrieve the log as a stream.

https://docs.apify.com/api/v2#/reference/logs/log/get-log

Returns:
    httpx.Response, optional: The retrieved log as a context-managed streaming Response, or None, if it does not exist.",LogClientAsync,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/python/reference/class/LogClientAsync#stream
__init__,Initialize the StoreCollectionClient.,StoreCollectionClient,,https://docs.apify.com/api/client/python/reference/class/StoreCollectionClient#__init__
list,"List Actors in Apify store.

https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store

Args:
    limit (int, optional): How many Actors to list
    offset (int, optional): What Actor to include as first when retrieving the list
    search (str, optional): String to search by. The search runs on the following fields: title, name, description, username, readme.
    sort_by (str, optional): Specifies the field by which to sort the results.
    category (str, optional): Filter by this category
    username (str, optional): Filter by this username
    pricing_model (str, optional): Filter by this pricing model

Returns:
    ListPage: The list of available tasks matching the specified filters.",StoreCollectionClient,https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store,https://docs.apify.com/api/client/python/reference/class/StoreCollectionClient#list
__init__,Initialize the StoreCollectionClientAsync.,StoreCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/StoreCollectionClientAsync#__init__
list,"List Actors in Apify store.

https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store

Args:
    limit (int, optional): How many Actors to list
    offset (int, optional): What Actor to include as first when retrieving the list
    search (str, optional): String to search by. The search runs on the following fields: title, name, description, username, readme.
    sort_by (str, optional): Specifies the field by which to sort the results.
    category (str, optional): Filter by this category
    username (str, optional): Filter by this username
    pricing_model (str, optional): Filter by this pricing model

Returns:
    ListPage: The list of available tasks matching the specified filters.",StoreCollectionClientAsync,https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store,https://docs.apify.com/api/client/python/reference/class/StoreCollectionClientAsync#list
__init__,Initialize the TaskCollectionClient.,TaskCollectionClient,,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClient#__init__
list,"List the available tasks.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks

Args:
    limit (int, optional): How many tasks to list
    offset (int, optional): What task to include as first when retrieving the list
    desc (bool, optional): Whether to sort the tasks in descending order based on their creation date

Returns:
    ListPage: The list of available tasks matching the specified filters.",TaskCollectionClient,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClient#list
create,"Create a new task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task

Args:
    actor_id (str): Id of the actor that should be run
    name (str): Name of the task
    build (str, optional): Actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    max_items (int, optional): Maximum number of results that will be returned by runs of this task.
                               If the Actor of this task is charged per result, you will not be charged for more results than the given limit.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    task_input (dict, optional): Task input object.
    title (str, optional): A human-friendly equivalent of the name

Returns:
    dict: The created task.",TaskCollectionClient,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClient#create
__init__,Initialize the TaskCollectionClientAsync.,TaskCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClientAsync#__init__
list,"List the available tasks.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks

Args:
    limit (int, optional): How many tasks to list
    offset (int, optional): What task to include as first when retrieving the list
    desc (bool, optional): Whether to sort the tasks in descending order based on their creation date

Returns:
    ListPage: The list of available tasks matching the specified filters.",TaskCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClientAsync#list
create,"Create a new task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task

Args:
    actor_id (str): Id of the actor that should be run
    name (str): Name of the task
    build (str, optional): Actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    max_items (int, optional): Maximum number of results that will be returned by runs of this task.
                               If the Actor of this task is charged per result, you will not be charged for more results than the given limit.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    task_input (dict, optional): Task input object.
    title (str, optional): A human-friendly equivalent of the name

Returns:
    dict: The created task.",TaskCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClientAsync#create
__init__,Initialize the ScheduleClient.,ScheduleClient,,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#__init__
get,"Return information about the schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule

Returns:
    dict, optional: The retrieved schedule",ScheduleClient,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#get
update,"Update the schedule with specified fields.

https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule

Args:
    cron_expression (str, optional): The cron expression used by this schedule
    is_enabled (bool, optional): True if the schedule should be enabled
    is_exclusive (bool, optional): When set to true, don't start actor or actor task if it's still running from the previous schedule.
    name (str, optional): The name of the schedule to create.
    actions (list of dict, optional): Actors or tasks that should be run on this schedule. See the API documentation for exact structure.
    description (str, optional): Description of this schedule
    timezone (str, optional): Timezone in which your cron expression runs
                              (TZ database name from https://en.wikipedia.org/wiki/List_of_tz_database_time_zones)
    title (str, optional): A human-friendly equivalent of the name

Returns:
    dict: The updated schedule",ScheduleClient,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#update
delete,"Delete the schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedule-object/delete-schedule",ScheduleClient,,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#delete
get_log,"Return log for the given schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log

Returns:
    list, optional: Retrieved log of the given schedule",ScheduleClient,https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#get_log
__init__,Initialize the ScheduleClientAsync.,ScheduleClientAsync,,https://docs.apify.com/api/client/python/reference/class/ScheduleClientAsync#__init__
get,"Return information about the schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule

Returns:
    dict, optional: The retrieved schedule",ScheduleClientAsync,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule,https://docs.apify.com/api/client/python/reference/class/ScheduleClientAsync#get
update,"Update the schedule with specified fields.

https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule

Args:
    cron_expression (str, optional): The cron expression used by this schedule
    is_enabled (bool, optional): True if the schedule should be enabled
    is_exclusive (bool, optional): When set to true, don't start actor or actor task if it's still running from the previous schedule.
    name (str, optional): The name of the schedule to create.
    actions (list of dict, optional): Actors or tasks that should be run on this schedule. See the API documentation for exact structure.
    description (str, optional): Description of this schedule
    timezone (str, optional): Timezone in which your cron expression runs
                              (TZ database name from https://en.wikipedia.org/wiki/List_of_tz_database_time_zones)
    title (str, optional): A human-friendly equivalent of the name

Returns:
    dict: The updated schedule",ScheduleClientAsync,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule,https://docs.apify.com/api/client/python/reference/class/ScheduleClientAsync#update
delete,"Delete the schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedule-object/delete-schedule",ScheduleClientAsync,,https://docs.apify.com/api/client/python/reference/class/ScheduleClientAsync#delete
get_log,"Return log for the given schedule.

https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log

Returns:
    list, optional: Retrieved log of the given schedule",ScheduleClientAsync,https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log,https://docs.apify.com/api/client/python/reference/class/ScheduleClientAsync#get_log
__init__,Initialize the KeyValueStoreCollectionClient with the passed arguments.,KeyValueStoreCollectionClient,,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreCollectionClient#__init__
list,"List the available key-value stores.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/get-list-of-key-value-stores

Args:
    unnamed (bool, optional): Whether to include unnamed key-value stores in the list
    limit (int, optional): How many key-value stores to retrieve
    offset (int, optional): What key-value store to include as first when retrieving the list
    desc (bool, optional): Whether to sort the key-value stores in descending order based on their modification date

Returns:
    ListPage: The list of available key-value stores matching the specified filters.",KeyValueStoreCollectionClient,https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/get-list-of-key-value-stores,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreCollectionClient#list
get_or_create,"Retrieve a named key-value store, or create a new one when it doesn't exist.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/create-key-value-store

Args:
    name (str, optional): The name of the key-value store to retrieve or create.
    schema (dict, optional): The schema of the key-value store

Returns:
    dict: The retrieved or newly-created key-value store.",KeyValueStoreCollectionClient,https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/create-key-value-store,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreCollectionClient#get_or_create
__init__,Initialize the KeyValueStoreCollectionClientAsync with the passed arguments.,KeyValueStoreCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreCollectionClientAsync#__init__
list,"List the available key-value stores.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/get-list-of-key-value-stores

Args:
    unnamed (bool, optional): Whether to include unnamed key-value stores in the list
    limit (int, optional): How many key-value stores to retrieve
    offset (int, optional): What key-value store to include as first when retrieving the list
    desc (bool, optional): Whether to sort the key-value stores in descending order based on their modification date

Returns:
    ListPage: The list of available key-value stores matching the specified filters.",KeyValueStoreCollectionClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/get-list-of-key-value-stores,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreCollectionClientAsync#list
get_or_create,"Retrieve a named key-value store, or create a new one when it doesn't exist.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/create-key-value-store

Args:
    name (str, optional): The name of the key-value store to retrieve or create.
    schema (dict, optional): The schema of the key-value store

Returns:
    dict: The retrieved or newly-created key-value store.",KeyValueStoreCollectionClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/store-collection/create-key-value-store,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreCollectionClientAsync#get_or_create
__init__,Initialize the BuildCollectionClient.,BuildCollectionClient,,https://docs.apify.com/api/client/python/reference/class/BuildCollectionClient#__init__
list,"List all actor builds (either of a single actor, or all user's actors, depending on where this client was initialized from).

https://docs.apify.com/api/v2#/reference/actors/build-collection/get-list-of-builds
https://docs.apify.com/api/v2#/reference/actor-builds/build-collection/get-user-builds-list

Args:
    limit (int, optional): How many builds to retrieve
    offset (int, optional): What build to include as first when retrieving the list
    desc (bool, optional): Whether to sort the builds in descending order based on their start date

Returns:
    ListPage: The retrieved actor builds",BuildCollectionClient,https://docs.apify.com/api/v2#/reference/actors/build-collection/get-list-of-builds,https://docs.apify.com/api/client/python/reference/class/BuildCollectionClient#list
__init__,Initialize the BuildCollectionClientAsync.,BuildCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/BuildCollectionClientAsync#__init__
list,"List all actor builds (either of a single actor, or all user's actors, depending on where this client was initialized from).

https://docs.apify.com/api/v2#/reference/actors/build-collection/get-list-of-builds
https://docs.apify.com/api/v2#/reference/actor-builds/build-collection/get-user-builds-list

Args:
    limit (int, optional): How many builds to retrieve
    offset (int, optional): What build to include as first when retrieving the list
    desc (bool, optional): Whether to sort the builds in descending order based on their start date

Returns:
    ListPage: The retrieved actor builds",BuildCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actors/build-collection/get-list-of-builds,https://docs.apify.com/api/client/python/reference/class/BuildCollectionClientAsync#list
__init__,Initialize the ActorCollectionClient.,ActorCollectionClient,,https://docs.apify.com/api/client/python/reference/class/ActorCollectionClient#__init__
list,"List the actors the user has created or used.

https://docs.apify.com/api/v2#/reference/actors/actor-collection/get-list-of-actors

Args:
    my (bool, optional): If True, will return only actors which the user has created themselves.
    limit (int, optional): How many actors to list
    offset (int, optional): What actor to include as first when retrieving the list
    desc (bool, optional): Whether to sort the actors in descending order based on their creation date

Returns:
    ListPage: The list of available actors matching the specified filters.",ActorCollectionClient,https://docs.apify.com/api/v2#/reference/actors/actor-collection/get-list-of-actors,https://docs.apify.com/api/client/python/reference/class/ActorCollectionClient#list
create,"Create a new actor.

https://docs.apify.com/api/v2#/reference/actors/actor-collection/create-actor

Args:
    name (str): The name of the actor
    title (str, optional): The title of the actor (human-readable)
    description (str, optional): The description for the actor
    seo_title (str, optional): The title of the actor optimized for search engines
    seo_description (str, optional): The description of the actor optimized for search engines
    versions (list of dict, optional): The list of actor versions
    restart_on_error (bool, optional): If true, the main actor run process will be restarted whenever it exits with a non-zero status code.
    is_public (bool, optional): Whether the actor is public.
    is_deprecated (bool, optional): Whether the actor is deprecated.
    is_anonymously_runnable (bool, optional): Whether the actor is anonymously runnable.
    categories (list of str, optional): The categories to which the actor belongs to.
    default_run_build (str, optional): Tag or number of the build that you want to run by default.
    default_run_max_items (int, optional): Default limit of the number of results that will be returned by runs of this Actor,
                                           if the Actor is charged per result.
    default_run_memory_mbytes (int, optional): Default amount of memory allocated for the runs of this actor, in megabytes.
    default_run_timeout_secs (int, optional): Default timeout for the runs of this actor in seconds.
    example_run_input_body (Any, optional): Input to be prefilled as default input to new users of this actor.
    example_run_input_content_type (str, optional): The content type of the example run input.

Returns:
    dict: The created actor.",ActorCollectionClient,https://docs.apify.com/api/v2#/reference/actors/actor-collection/create-actor,https://docs.apify.com/api/client/python/reference/class/ActorCollectionClient#create
__init__,Initialize the ActorCollectionClientAsync.,ActorCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorCollectionClientAsync#__init__
list,"List the actors the user has created or used.

https://docs.apify.com/api/v2#/reference/actors/actor-collection/get-list-of-actors

Args:
    my (bool, optional): If True, will return only actors which the user has created themselves.
    limit (int, optional): How many actors to list
    offset (int, optional): What actor to include as first when retrieving the list
    desc (bool, optional): Whether to sort the actors in descending order based on their creation date

Returns:
    ListPage: The list of available actors matching the specified filters.",ActorCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actors/actor-collection/get-list-of-actors,https://docs.apify.com/api/client/python/reference/class/ActorCollectionClientAsync#list
create,"Create a new actor.

https://docs.apify.com/api/v2#/reference/actors/actor-collection/create-actor

Args:
    name (str): The name of the actor
    title (str, optional): The title of the actor (human-readable)
    description (str, optional): The description for the actor
    seo_title (str, optional): The title of the actor optimized for search engines
    seo_description (str, optional): The description of the actor optimized for search engines
    versions (list of dict, optional): The list of actor versions
    restart_on_error (bool, optional): If true, the main actor run process will be restarted whenever it exits with a non-zero status code.
    is_public (bool, optional): Whether the actor is public.
    is_deprecated (bool, optional): Whether the actor is deprecated.
    is_anonymously_runnable (bool, optional): Whether the actor is anonymously runnable.
    categories (list of str, optional): The categories to which the actor belongs to.
    default_run_build (str, optional): Tag or number of the build that you want to run by default.
    default_run_max_items (int, optional): Default limit of the number of results that will be returned by runs of this Actor,
                                           if the Actor is charged per result.
    default_run_memory_mbytes (int, optional): Default amount of memory allocated for the runs of this actor, in megabytes.
    default_run_timeout_secs (int, optional): Default timeout for the runs of this actor in seconds.
    example_run_input_body (Any, optional): Input to be prefilled as default input to new users of this actor.
    example_run_input_content_type (str, optional): The content type of the example run input.

Returns:
    dict: The created actor.",ActorCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actors/actor-collection/create-actor,https://docs.apify.com/api/client/python/reference/class/ActorCollectionClientAsync#create
get_actor_env_var_representation,Returns an environment variable representation of the Actor in a dictionary.,apify_client.clients.resource_clients.actor_env_var,,https://docs.apify.com/api/client/python/reference/class/apify_client.clients.resource_clients.actor_env_var#get_actor_env_var_representation
__init__,Initialize the ActorEnvVarClient.,ActorEnvVarClient,,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClient#__init__
get,"Return information about the actor environment variable.

https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/get-environment-variable

Returns:
    dict, optional: The retrieved actor environment variable data",ActorEnvVarClient,https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/get-environment-variable,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClient#get
update,"Update the actor environment variable with specified fields.

https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/update-environment-variable

Args:
    is_secret (bool, optional): Whether the environment variable is secret or not
    name (str): The name of the environment variable
    value (str): The value of the environment variable

Returns:
    dict: The updated actor environment variable",ActorEnvVarClient,https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/update-environment-variable,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClient#update
delete,"Delete the actor environment variable.

https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/delete-environment-variable",ActorEnvVarClient,,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClient#delete
__init__,Initialize the ActorEnvVarClientAsync.,ActorEnvVarClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClientAsync#__init__
get,"Return information about the actor environment variable.

https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/get-environment-variable

Returns:
    dict, optional: The retrieved actor environment variable data",ActorEnvVarClientAsync,https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/get-environment-variable,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClientAsync#get
update,"Update the actor environment variable with specified fields.

https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/update-environment-variable

Args:
    is_secret (bool, optional): Whether the environment variable is secret or not
    name (str): The name of the environment variable
    value (str): The value of the environment variable

Returns:
    dict: The updated actor environment variable",ActorEnvVarClientAsync,https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/update-environment-variable,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClientAsync#update
delete,"Delete the actor environment variable.

https://docs.apify.com/api/v2#/reference/actors/environment-variable-object/delete-environment-variable",ActorEnvVarClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorEnvVarClientAsync#delete
__init__,Initialize the ActorVersionCollectionClient with the passed arguments.,ActorVersionCollectionClient,,https://docs.apify.com/api/client/python/reference/class/ActorVersionCollectionClient#__init__
list,"List the available actor versions.

https://docs.apify.com/api/v2#/reference/actors/version-collection/get-list-of-versions

Returns:
    ListPage: The list of available actor versions.",ActorVersionCollectionClient,https://docs.apify.com/api/v2#/reference/actors/version-collection/get-list-of-versions,https://docs.apify.com/api/client/python/reference/class/ActorVersionCollectionClient#list
create,"Create a new actor version.

https://docs.apify.com/api/v2#/reference/actors/version-collection/create-version

Args:
    version_number (str): Major and minor version of the actor (e.g. ``1.0``)
    build_tag (str, optional): Tag that is automatically set to the latest successful build of the current version.
    env_vars (list of dict, optional): Environment variables that will be available to the actor run process,
        and optionally also to the build process. See the API docs for their exact structure.
    apply_env_vars_to_build (bool, optional): Whether the environment variables specified for the actor run
        will also be set to the actor build process.
    source_type (ActorSourceType): What source type is the actor version using.
    source_files (list of dict, optional): Source code comprised of multiple files, each an item of the array.
        Required when ``source_type`` is ``ActorSourceType.SOURCE_FILES``. See the API docs for the exact structure.
    git_repo_url (str, optional): The URL of a Git repository from which the source code will be cloned.
        Required when ``source_type`` is ``ActorSourceType.GIT_REPO``.
    tarball_url (str, optional): The URL of a tarball or a zip archive from which the source code will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.TARBALL``.
    github_gist_url (str, optional): The URL of a GitHub Gist from which the source will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.GITHUB_GIST``.

Returns:
    dict: The created actor version",ActorVersionCollectionClient,https://docs.apify.com/api/v2#/reference/actors/version-collection/create-version,https://docs.apify.com/api/client/python/reference/class/ActorVersionCollectionClient#create
__init__,Initialize the ActorVersionCollectionClientAsync with the passed arguments.,ActorVersionCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorVersionCollectionClientAsync#__init__
list,"List the available actor versions.

https://docs.apify.com/api/v2#/reference/actors/version-collection/get-list-of-versions

Returns:
    ListPage: The list of available actor versions.",ActorVersionCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actors/version-collection/get-list-of-versions,https://docs.apify.com/api/client/python/reference/class/ActorVersionCollectionClientAsync#list
create,"Create a new actor version.

https://docs.apify.com/api/v2#/reference/actors/version-collection/create-version

Args:
    version_number (str): Major and minor version of the actor (e.g. ``1.0``)
    build_tag (str, optional): Tag that is automatically set to the latest successful build of the current version.
    env_vars (list of dict, optional): Environment variables that will be available to the actor run process,
        and optionally also to the build process. See the API docs for their exact structure.
    apply_env_vars_to_build (bool, optional): Whether the environment variables specified for the actor run
        will also be set to the actor build process.
    source_type (ActorSourceType): What source type is the actor version using.
    source_files (list of dict, optional): Source code comprised of multiple files, each an item of the array.
        Required when ``source_type`` is ``ActorSourceType.SOURCE_FILES``. See the API docs for the exact structure.
    git_repo_url (str, optional): The URL of a Git repository from which the source code will be cloned.
        Required when ``source_type`` is ``ActorSourceType.GIT_REPO``.
    tarball_url (str, optional): The URL of a tarball or a zip archive from which the source code will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.TARBALL``.
    github_gist_url (str, optional): The URL of a GitHub Gist from which the source will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.GITHUB_GIST``.

Returns:
    dict: The created actor version",ActorVersionCollectionClientAsync,https://docs.apify.com/api/v2#/reference/actors/version-collection/create-version,https://docs.apify.com/api/client/python/reference/class/ActorVersionCollectionClientAsync#create
__init__,Initialize the ActorVersionClient.,ActorVersionClient,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClient#__init__
get,"Return information about the actor version.

https://docs.apify.com/api/v2#/reference/actors/version-object/get-version

Returns:
    dict, optional: The retrieved actor version data",ActorVersionClient,https://docs.apify.com/api/v2#/reference/actors/version-object/get-version,https://docs.apify.com/api/client/python/reference/class/ActorVersionClient#get
update,"Update the actor version with specified fields.

https://docs.apify.com/api/v2#/reference/actors/version-object/update-version

Args:
    build_tag (str, optional): Tag that is automatically set to the latest successful build of the current version.
    env_vars (list of dict, optional): Environment variables that will be available to the actor run process,
        and optionally also to the build process. See the API docs for their exact structure.
    apply_env_vars_to_build (bool, optional): Whether the environment variables specified for the actor run
        will also be set to the actor build process.
    source_type (ActorSourceType, optional): What source type is the actor version using.
    source_files (list of dict, optional): Source code comprised of multiple files, each an item of the array.
        Required when ``source_type`` is ``ActorSourceType.SOURCE_FILES``. See the API docs for the exact structure.
    git_repo_url (str, optional): The URL of a Git repository from which the source code will be cloned.
        Required when ``source_type`` is ``ActorSourceType.GIT_REPO``.
    tarball_url (str, optional): The URL of a tarball or a zip archive from which the source code will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.TARBALL``.
    github_gist_url (str, optional): The URL of a GitHub Gist from which the source will be downloaded.
        Required when ``source_type`` is ``ActorSourceType.GITHUB_GIST``.

Returns:
    dict: The updated actor version",ActorVersionClient,https://docs.apify.com/api/v2#/reference/actors/version-object/update-version,https://docs.apify.com/api/client/python/reference/class/ActorVersionClient#update
delete,"Delete the actor version.

https://docs.apify.com/api/v2#/reference/actors/version-object/delete-version",ActorVersionClient,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClient#delete
env_vars,Retrieve a client for the environment variables of this actor version.,ActorVersionClient,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClient#env_vars
env_var,"Retrieve the client for the specified environment variable of this actor version.

Args:
    env_var_name (str): The name of the environment variable for which to retrieve the resource client.

Returns:
    ActorEnvVarClient: The resource client for the specified actor environment variable.",ActorVersionClient,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClient#env_var
__init__,Initialize the ActorVersionClientAsync.,ActorVersionClientAsync,,https://docs.apify.com/api/client/python/reference/class/ActorVersionClientAsync#__init__
get,"Return information about the actor version.

https://docs.apify.com/api/v2#/reference/actors/version-object/get-version

Returns:
    dict, optional: The retrieved actor version data",ActorVersionClientAsync,https://docs.apify.com/api/v2#/reference/actors/version-object/get-version,https://docs.apify.com/api/client/python/reference/class/ActorVersionClientAsync#get
